"Relative Path","Name"
"p3000/Proteomics/QEXACTIVEHF_1/cpanse_20221214_MSV000090837/Exp02_High-Performance_uPAC_QE-HF_DIA_staggered_30to150minGradients_01_raw_Grad090_LFQ_A_01.raw","TripleProteome_A_DIABenchmark"
"p3000/Proteomics/QEXACTIVEHF_1/cpanse_20221214_MSV000090837/Exp02_High-Performance_uPAC_QE-HF_DIA_staggered_30to150minGradients_01_raw_Grad150_LFQ_A_01.raw","TripleProteome_A_DIABenchmark"
"p3000/Proteomics/QEXACTIVEHF_1/cpanse_20221214_MSV000090837/Exp02_High-Performance_uPAC_QE-HF_DIA_staggered_30to150minGradients_01_raw_Grad090_LFQ_C_02.raw",""
"p3000/Proteomics/QEXACTIVEHF_1/cpanse_20221214_MSV000090837/Exp02_High-Performance_uPAC_QE-HF_DIA_staggered_30to150minGradients_01_raw_Grad150_LFQ_C_02.raw",""
"p3000/Proteomics/QEXACTIVEHF_1/cpanse_20221214_MSV000090837/Exp02_High-Performance_uPAC_QE-HF_DIA_staggered_30to150minGradients_01_raw_Grad090_LFQ_C_04.raw",""
"p3000/Proteomics/QEXACTIVEHF_1/cpanse_20221214_MSV000090837/Exp03_repeat_90minGradient_from_Exp02_same_Mastermix_210820_Grad090_LFQ_B_02.raw","TripleProteome_B_DIABenchmark"
"p3000/Proteomics/QEXACTIVEHF_1/cpanse_20221214_MSV000090837/Exp03_repeat_90minGradient_from_Exp02_same_Mastermix_210820_Grad090_LFQ_C_03.raw",""
"p3000/Proteomics/QEXACTIVEHF_1/cpanse_20221214_MSV000090837/Exp02_High-Performance_uPAC_QE-HF_DIA_staggered_30to150minGradients_01_raw_Grad030_LFQ_C_01.raw",""
"p3000/Proteomics/QEXACTIVEHF_1/cpanse_20221214_MSV000090837/Exp02_High-Performance_uPAC_QE-HF_DIA_staggered_30to150minGradients_01_raw_Grad150_LFQ_A_03.raw","TripleProteome_A_DIABenchmark"
"p3000/Proteomics/QEXACTIVEHF_1/cpanse_20221214_MSV000090837/Exp02_High-Performance_uPAC_QE-HF_DIA_staggered_30to150minGradients_01_raw_Grad090_LFQ_A_05.raw","TripleProteome_A_DIABenchmark"
"p3000/Proteomics/QEXACTIVEHF_1/cpanse_20221214_MSV000090837/Exp02_High-Performance_uPAC_QE-HF_DIA_staggered_30to150minGradients_01_raw_Grad150_LFQ_C_04.raw",""
"p3000/Proteomics/QEXACTIVEHF_1/cpanse_20221214_MSV000090837/Exp02_High-Performance_uPAC_QE-HF_DIA_staggered_30to150minGradients_01_raw_Grad030_LFQ_A_02.raw","TripleProteome_A_DIABenchmark"
"p3000/Proteomics/QEXACTIVEHF_1/cpanse_20221214_MSV000090837/Exp03_repeat_90minGradient_from_Exp02_same_Mastermix_210820_Grad090_LFQ_A_02.raw","TripleProteome_A_DIABenchmark"
